,node,cluster
1,genome_block_9150|Ga0257077_10319054:1-10119,NA
12686,genome_block_29134|Ga0115313_100009:17149-37178,216
12687,genome_block_29133|Ga0115311_100237:11925-31954,216
12688,genome_block_29131|Ga0115231_1000481:7135-27164,216
12689,genome_block_28914|Ga0115187_100350:11950-31979,216
12690,genome_block_28913|Ga0115185_100323:5099-25128,216
12691,genome_block_28906|Ga0115078_100216:12574-32603,216
12692,genome_block_28869|Ga0114883_1000399:10092-30121,216
12693,genome_block_28869|Ga0114882_100188:30959-50988,216
12694,genome_block_28867|Ga0114870_100480:9956-29985,216
12695,genome_block_28861|Ga0114848_100231:4520-24549,216
12696,genome_block_28849|Ga0114292_100155:32518-52547,216
12697,genome_block_2868|Ga0134402_100136:12149-32178,216
12698,genome_block_28670|Ga0114155_1000289:16956-36985,216
12699,genome_block_28670|Ga0114155_1000289:16619-36648,216
12700,genome_block_28670|Ga0114155_1000289:16401-36430,216
12701,genome_block_28670|Ga0114155_1000289:15935-35964,216
12702,genome_block_28668|Ga0114093_100325:14847-34876,216
12703,genome_block_28666|Ga0114087_100206:19388-39417,216
12704,genome_block_28656|Ga0113881_100170:17339-37368,216
12705,genome_block_28651|Ga0113869_1000261:30967-50996,216
12706,genome_block_28649|Ga0113559_100211:28272-48301,216
12707,genome_block_28648|Ga0113555_1000050:19054-39083,216
12708,genome_block_28603|Ga0111562_100247:16772-36801,216
12709,genome_block_2857|Ga0134492_1000471:27728-47757,216
12710,genome_block_28574|Ga0111422_100280:26160-46189,216
12711,genome_block_28570|Ga0111363_100879:1-15285,216
12712,genome_block_28563|Ga0111082_100212:12091-32120,216
12713,genome_block_28560|Ga0111077_100215:28875-48904,216
12714,genome_block_28558|Ga0111058_101068:7396-27425,216
12715,genome_block_28496|Ga0111012_100218:12409-32438,216
12716,genome_block_28493|Ga0111008_100150:26962-46991,216
12717,genome_block_28480|Ga0105964_1000379:27700-47729,216
12718,genome_block_28478|Ga0105956_100245:36289-56318,216
12719,genome_block_28423|Ga0105890_100209:31783-51812,216
12720,genome_block_28422|Ga0105888_100588:11798-31827,216
12721,genome_block_28364|Ga0105755_100296:27821-47850,216
12722,genome_block_28311|Ga0105665_100415:7298-27327,216
12723,genome_block_28310|Ga0105663_100291:24494-44523,216
12724,genome_block_28309|Ga0105662_100124:24500-44529,216
12725,genome_block_28308|Ga0105661_1000225:29907-49936,216
12726,genome_block_28307|Ga0105643_100418:31676-51705,216
12727,genome_block_28306|Ga0105637_100274:30830-50859,216
12728,genome_block_28305|Ga0105636_100230:27720-47749,216
12729,genome_block_28304|Ga0105546_100364:22239-42268,216
12730,genome_block_28303|Ga0105542_1000294:30456-50485,216
12731,genome_block_28301|Ga0105536_103523:1-11624,216
12732,genome_block_28301|Ga0105536_103523:1-11406,216
12733,genome_block_28301|Ga0105536_103523:1-10940,216
12734,genome_block_28161|Ga0104941_100924:5640-25669,216
12735,genome_block_28156|Ga0104842_100034:36286-56315,216
12736,genome_block_28154|Ga0104830_100248:12086-32115,216
12737,genome_block_28140|Ga0104788_100597:7137-27166,216
12738,genome_block_28136|Ga0104763_100289:12097-32126,216
12739,genome_block_28126|Ga0104320_100219:41670-61699,216
12740,genome_block_28096|Ga0104319_1000111:50361-70390,216
12741,genome_block_27834|Ga0102536_100243:30373-50402,216
12742,genome_block_27380|Ga0101801_100168:36288-56317,216
12743,genome_block_27266|Ga0100233_100296:36277-56306,216
12744,genome_block_27264|Ga0100221_1000246:23347-43376,216
12745,genome_block_27263|Ga0100215_100377:12296-32325,216
12746,genome_block_27203|Ga0099714_100094:36284-56313,216
12747,genome_block_27100|Ga0099346_100556:1-14301,216
12748,genome_block_2700|Ga0134477_1000052:30269-50298,216
12749,genome_block_2698|Ga0134508_100181:739-20768,216
12750,genome_block_2691|Ga0134418_1000027:54240-74269,216
12751,genome_block_2687|Ga0134457_1000107:17622-37651,216
12752,genome_block_2685|Ga0134377_1000241:17779-37808,216
12753,genome_block_2682|Ga0134415_100286:1-16346,216
12754,genome_block_2682|Ga0134415_100286:1-15880,216
12755,genome_block_2682|Ga0134415_100286:1-15325,216
12756,genome_block_2678|Ga0134447_1000310:1-19066,216
12757,genome_block_2670|Ga0169722_100295:32532-52561,216
12758,genome_block_38710|NODE_195_length_3086_cov_16.808974:1-12475,216
12759,genome_block_38703|NODE_2512_length_12432_cov_32.473540:2215-22243,216
12760,genome_block_38529|USKK01000440.1:1-12941,216
12761,genome_block_38512|UMLW01023103.1:1-13447,216
12762,genome_block_38507|UMLL01056006.1:1-11764,216
12763,genome_block_38506|UMLK01076876.1:1-19237,216
12764,genome_block_38505|UMLG01042188.1:1-14570,216
12765,genome_block_38505|UMLG01042188.1:1-14233,216
12766,genome_block_38505|UMLG01042188.1:1-14015,216
12767,genome_block_38505|UMLG01042188.1:1-13549,216
12768,genome_block_38500|UMKX01074028.1:1-15478,216
12769,genome_block_38498|UMKU01036155.1:1-14955,216
12770,genome_block_38495|UMKQ01068601.1:1-15961,216
12771,genome_block_38494|UMKP01025850.1:2011-22039,216
12772,genome_block_38493|UMKN01000691.1:335-20363,216
12773,genome_block_38489|UMKF01031798.1:1-18454,216
12774,genome_block_38478|UMJL01042651.1:1-19235,216
12775,genome_block_38471|UMIV01003452.1:1-15212,216
12776,genome_block_38469|UMIS01025223.1:1-10741,216
12777,genome_block_38465|UMII01070193.1:1-14494,216
12778,genome_block_38460|UMHY01003950.1:1-17044,216
12779,genome_block_38457|UMHW01093202.1:6833-26861,216
12780,genome_block_38457|UMHW01093202.1:1-11109,216
12781,genome_block_38457|UMHW01093202.1:1-10425,216
12782,genome_block_38455|UMHS01016944.1:1069-21097,216
12783,genome_block_38452|UMHQ01021162.1:2548-22576,216
12784,genome_block_38445|UMHB01047497.1:1-17331,216
12785,genome_block_38445|UMHB01047497.1:1-16647,216
12786,genome_block_38444|UMHF01052028.1:1-12454,216
12787,genome_block_38442|UMGZ01059168.1:1-15482,216
12788,genome_block_38440|UMGW01076515.1:3759-23787,216
12789,genome_block_38434|UMGI01007924.1:1-19060,216
12790,genome_block_38429|UMGC01019078.1:292-20320,216
12791,genome_block_38426|UMFV01026872.1:1-16823,216
12792,genome_block_38425|UMFT01051961.1:1-16016,216
12793,genome_block_38421|UMFN01005801.1:1-15483,216
12794,genome_block_38420|UMFJ01017486.1:291-20319,216
12795,genome_block_38419|UMFF01020937.1:26162-46190,216
12796,genome_block_38419|UMFF01020937.1:10409-30438,216
12797,genome_block_38419|UMFF01020937.1:10191-30220,216
12798,genome_block_38404|UMEA01050759.1:1-15374,216
12799,genome_block_38399|UMDR01029938.1:4203-24231,216
12800,genome_block_38399|UMDR01029938.1:20173-40202,216
12801,genome_block_38399|UMDR01029938.1:19618-39647,216
12802,genome_block_38398|UMDQ01029242.1:1-14495,216
12803,genome_block_38396|UMDL01044524.1:1-13034,216
12804,genome_block_38396|UMDL01033580.1:1-11903,216
12805,genome_block_38396|UMDK01037667.1:1-19192,216
12806,genome_block_38396|UMDJ01043887.1:27820-47848,216
12807,genome_block_38396|UMDJ01043887.1:12067-32096,216
12808,genome_block_38396|UMDJ01043887.1:11849-31878,216
12809,genome_block_38391|UMCZ01014842.1:1-19239,216
12810,genome_block_38390|UMCY01005718.1:1-19240,216
12811,genome_block_38390|UMCX01061030.1:1-15476,216
12812,genome_block_38386|UMCR01034131.1:14355-34384,216
12813,genome_block_38386|UMCR01034131.1:13800-33829,216
12814,genome_block_38386|UMCR01034131.1:1-18413,216
12815,genome_block_38383|UMCO01016005.1:1-15944,216
12816,genome_block_38377|UMCF01032309.1:1-14490,216
12817,genome_block_38373|UMBX01013193.1:1-19241,216
12818,genome_block_38371|UMBU01000138.1:8658-28687,216
12819,genome_block_38371|UMBU01000138.1:8103-28132,216
12820,genome_block_38371|UMBU01000138.1:1-12716,216
12821,genome_block_38370|UMBS01035606.1:1-15376,216
12822,genome_block_38366|UMBK01013349.1:11849-31878,216
12823,genome_block_38366|UMBK01013349.1:11383-31412,216
12824,genome_block_38366|UMBK01013349.1:10828-30857,216
12825,genome_block_38366|UMBK01013349.1:1-15441,216
12826,genome_block_38365|UMBG01001823.1:1-15475,216
12827,genome_block_38363|UMBD01025439.1:1-11989,216
12828,genome_block_38362|UMBC01056721.1:1-16903,216
12829,genome_block_38358|UMAU01051461.1:1-13126,216
12830,genome_block_38357|UMAS01029439.1:1-10559,216
12831,genome_block_38350|UMAE01025010.1:13839-33868,216
12832,genome_block_38350|UMAE01025010.1:1-18452,216
12833,genome_block_38350|UMAD01022542.1:1-18448,216
12834,genome_block_38349|UMAA01003549.1:1-18446,216
12835,genome_block_38347|ULZV01049851.1:1-15692,216
12836,genome_block_38343|ULZP01025478.1:1-14486,216
12837,genome_block_38343|ULZO01013465.1:1-14584,216
12838,genome_block_38341|ULZI01020036.1:1-15480,216
12839,genome_block_38337|ULZA01002525.1:1-15437,216
12840,genome_block_38335|ULYU01020384.1:1-19527,216
12841,genome_block_38335|ULYU01016819.1:1-19242,216
12842,genome_block_38333|ULYO01019747.1:1-16170,216
12843,genome_block_38333|ULYN01028587.1:1-19532,216
12844,genome_block_38330|ULYK01005067.1:15469-35498,216
12845,genome_block_38330|ULYK01005067.1:1-19527,216
12846,genome_block_38327|ULYD01036941.1:11532-31561,216
12847,genome_block_38327|ULYD01036941.1:10977-31006,216
12848,genome_block_38327|ULYD01036941.1:1-15591,216
12849,genome_block_38319|ULXO01047984.1:1-15465,216
12850,genome_block_38314|ULXH01058328.1:293-20321,216
12851,genome_block_38302|ULWN01035075.1:1-19152,216
12852,genome_block_38301|ULWI01033819.1:1-16860,216
12853,genome_block_38288|ULVQ01083324.1:1-18342,216
12854,genome_block_38266|ULUN01013823.1:1-14109,216
12855,genome_block_38262|ULUF01017698.1:1-18449,216
12856,genome_block_38250|ULTQ01024809.1:1-11219,216
12857,genome_block_38218|ULRO01078036.1:1-18450,216
12858,genome_block_38218|ULRN01037777.1:1-10241,216
12859,genome_block_38210|ULRB01058633.1:1-19231,216
12860,genome_block_38198|ULQI01021264.1:1-15477,216
12861,genome_block_38196|ULQF01010894.1:1-18434,216
12862,genome_block_38195|ULQD01014208.1:1-15382,216
12863,genome_block_38178|ULOW01005867.1:300-20328,216
12864,genome_block_38178|ULOW01005867.1:16736-36765,216
12865,genome_block_38178|ULOW01005867.1:16270-36299,216
12866,genome_block_38178|ULOW01005867.1:15715-35744,216
12867,genome_block_38161|ULNJ01040746.1:1-17441,216
12868,genome_block_38152|ULML01035531.1:1-14981,216
12869,genome_block_38151|ULMH01017852.1:1-14645,216
12870,genome_block_38148|ULMA01028748.1:1-16355,216
12871,genome_block_38140|ULKQ01030900.1:1-16621,216
12872,genome_block_38135|ULJO01005043.1:1-16125,216
12873,genome_block_38129|ULIY01007398.1:1-18445,216
12874,genome_block_38005|OWJH01000164.1:13397-33425,216
12875,genome_block_38005|OWJG01000368.1:11434-31463,216
12876,genome_block_38005|OWJG01000368.1:10879-30908,216
12877,genome_block_38005|OWJG01000368.1:1-15492,216
12878,genome_block_38004|OWJI01001010.1:1-19262,216
12879,genome_block_38002|OWIX01001204.1:1-11466,216
12880,genome_block_38002|OWIW01001109.1:1-18722,216
12881,genome_block_37996|OWIL01003156.1:1-14493,216
12882,genome_block_37994|OWHU01000108.1:5394-25423,216
12883,genome_block_37994|OWHU01000108.1:5057-25086,216
12884,genome_block_37994|OWHU01000108.1:4839-24868,216
12885,genome_block_37994|OWHU01000108.1:20810-40838,216
12886,genome_block_37993|OWHX01001712.1:1-13179,216
12887,genome_block_37992|OWHY01001089.1:1-16968,216
12888,genome_block_37948|OMGW01000529.1:1-13271,216
12889,genome_block_37946|OMGP01000975.1:13941-33969,216
12890,genome_block_37946|OMGP01000655.1:3792-23821,216
12891,genome_block_37946|OMGP01000655.1:3237-23266,216
12892,genome_block_37945|OMGX01000298.1:7759-27787,216
12893,genome_block_37945|OMGX01000298.1:1-12035,216
12894,genome_block_37945|OMGX01000298.1:1-11817,216
12895,genome_block_37942|OMGY01000278.1:5115-25144,216
12896,genome_block_37942|OMGY01000278.1:4778-24807,216
12897,genome_block_37942|OMGY01000278.1:4560-24589,216
12898,genome_block_37942|OMGY01000278.1:20531-40559,216
12899,genome_block_37940|OMGF01000778.1:1-12288,216
12900,genome_block_37940|OMGF01000551.1:10629-30658,216
12901,genome_block_37940|OMGF01000551.1:10292-30321,216
12902,genome_block_37940|OMGF01000551.1:10074-30103,216
12903,genome_block_37936|OMGA01000488.1:442-20470,216
12904,genome_block_37929|OMEW01000520.1:5165-25193,216
12905,genome_block_37923|OMDY01000542.1:1-19945,216
12906,genome_block_37923|OMDY01000542.1:1-19479,216
12907,genome_block_37923|OMDY01000542.1:1-18924,216
12908,genome_block_37923|OMDY01000515.1:336-20364,216
12909,genome_block_37921|OMDW01009942.1:1-12149,216
12910,genome_block_37916|OMDC01001041.1:1-14475,216
12911,genome_block_37899|OMAY01000085.1:13950-33978,216
12912,genome_block_37888|OLZW01000391.1:12152-32180,216
12913,genome_block_37888|OLZO01000171.1:459-20487,216
12914,genome_block_37881|OLYP01000001.1:2562-22590,216
12915,genome_block_37880|OLYJ01000178.1:3812-23840,216
12916,genome_block_37876|OLXX01000106.1:28394-48423,216
12917,genome_block_37876|OLXX01000106.1:27839-47868,216
12918,genome_block_37876|OLXX01000106.1:12424-32452,216
12919,genome_block_37875|OLXZ01000177.1:13093-33122,216
12920,genome_block_37875|OLXZ01000177.1:12756-32785,216
12921,genome_block_37875|OLXZ01000177.1:12538-32567,216
12922,genome_block_37875|OLXR01000163.1:12957-32986,216
12923,genome_block_37875|OLXR01000163.1:12402-32431,216
12924,genome_block_37875|OLXR01000163.1:1-17015,216
12925,genome_block_37870|OLXN01005228.1:1-11369,216
12926,genome_block_37866|OLXE01001066.1:1-11343,216
12927,genome_block_37866|OLXE01001066.1:1-11125,216
12928,genome_block_37866|OLXE01001066.1:1-10659,216
12929,genome_block_37863|OLXG01001589.1:1-15166,216
12930,genome_block_37859|OLWT01010718.1:1-11512,216
12931,genome_block_37857|OLWP01000451.1:1-14395,216
12932,genome_block_37857|OLWP01000260.1:8304-28333,216
12933,genome_block_37857|OLWP01000260.1:8086-28115,216
12934,genome_block_37852|OLWG01000192.1:7364-27392,216
12935,genome_block_37851|OLWC01000109.1:22992-43020,216
12936,genome_block_37849|OLVT01000408.1:31564-51592,216
12937,genome_block_37849|OLVT01000408.1:15811-35840,216
12938,genome_block_37849|OLVT01000408.1:15593-35622,216
12939,genome_block_37847|OLWB01001786.1:1-14548,216
12940,genome_block_37842|OLVP01001014.1:3374-23402,216
12941,genome_block_37839|OLVO01002340.1:1-15389,216
12942,genome_block_37836|OLSX01000190.1:34937-54965,216
12943,genome_block_37836|OLSX01000190.1:19184-39213,216
12944,genome_block_37829|OLSK01000181.1:27537-47566,216
12945,genome_block_37829|OLSK01000181.1:11567-31595,216
12946,genome_block_37809|OLRG01000754.1:12633-32661,216
12947,genome_block_37809|OLRG01000754.1:1-17246,216
12948,genome_block_37809|OLRG01000754.1:1-16909,216
12949,genome_block_37809|OLRG01000754.1:1-16691,216
12950,genome_block_37809|OLRG01000754.1:1-16225,216
12951,genome_block_37791|OLQM01002859.1:1-17465,216
12952,genome_block_37734|OLNI01007231.1:1-11469,216
12953,genome_block_37721|OLFF01000032.1:12698-32727,216
12954,genome_block_37721|OLFF01000032.1:12143-32172,216
12955,genome_block_37718|OLEE01000204.1:1-16754,216
12956,genome_block_37717|OLDZ01000830.1:1-15336,216
12957,genome_block_37700|OLJY01000232.1:1-16492,216
12958,genome_block_37665|OJRQ01000064.1:96594-116622,216
12959,genome_block_37663|OJRW01000340.1:35977-56006,216
12960,genome_block_37660|OJRM01000212.1:7428-27456,216
12961,genome_block_37660|OJRM01000212.1:23398-43427,216
12962,genome_block_37660|OJRM01000212.1:22843-42872,216
12963,genome_block_37654|OJQR01000101.1:70256-90284,216
12964,genome_block_37645|OJQB01000349.1:371-20399,216
12965,genome_block_37631|OJOB01000144.1:15827-35855,216
12966,genome_block_37629|OLIV01000097.1:30809-50837,216
12967,genome_block_37629|OLIV01000097.1:15056-35085,216
12968,genome_block_37629|OLIV01000097.1:14838-34867,216
12969,genome_block_37628|OJOP01000549.1:2185-22213,216
12970,genome_block_37626|OJOI01004314.1:1-15175,216
12971,genome_block_37621|OJNV01003687.1:1-15119,216
12972,genome_block_37617|OJNR01000710.1:321-20349,216
12973,genome_block_37612|OJNJ01002216.1:1-14007,216
12974,genome_block_37557|OJAI01000122.1:32391-52419,216
12975,genome_block_37557|OJAI01000122.1:16974-37003,216
12976,genome_block_37557|OJAI01000122.1:16637-36666,216
12977,genome_block_37557|OJAI01000122.1:16419-36448,216
12978,genome_block_37556|OIZU01000274.1:2561-22589,216
12979,genome_block_37552|OIZG01000329.1:13138-33167,216
12980,genome_block_37552|OIZG01000329.1:12801-32830,216
12981,genome_block_37552|OIZG01000329.1:12583-32612,216
12982,genome_block_37548|OIZQ01000122.1:1931-21959,216
12983,genome_block_37539|OIYU01000195.1:18431-38460,216
12984,genome_block_37535|OIYT01000429.1:9894-29923,216
12985,genome_block_37535|OIYT01000429.1:10449-30478,216
12986,genome_block_37535|OIYT01000429.1:1-14507,216
12987,genome_block_37526|OIXR01000301.1:16646-36675,216
12988,genome_block_37514|OIXA01000545.1:16400-36429,216
12989,genome_block_37514|OIXA01000545.1:16063-36092,216
12990,genome_block_37491|OIVQ01000130.1:17840-37869,216
12991,genome_block_37489|OIUQ01000067.1:11298-31327,216
12992,genome_block_37489|OIUQ01000067.1:10743-30772,216
12993,genome_block_37489|OIUK01000002.1:5521-25549,216
12994,genome_block_37485|OITH01000153.1:13088-33117,216
12995,genome_block_37485|OITH01000153.1:12751-32780,216
12996,genome_block_37485|OITH01000153.1:12533-32562,216
12997,genome_block_37484|OITM01000010.1:16916-36944,216
12998,genome_block_37484|OITM01000010.1:1500-21529,216
12999,genome_block_37484|OITM01000010.1:1163-21192,216
13000,genome_block_37484|OITG01000182.1:13530-33558,216
13001,genome_block_37484|OITG01000182.1:1-17806,216
13002,genome_block_37484|OITG01000182.1:1-17588,216
13003,genome_block_37484|OITG01000182.1:1-17122,216
13004,genome_block_37483|OITA01001540.1:1-12062,216
13005,genome_block_37481|OISS01000028.1:531-20559,216
13006,genome_block_37481|OISS01000028.1:16501-36530,216
13007,genome_block_37481|OISS01000028.1:15946-35975,216
13008,genome_block_37480|OISD01000157.1:1-12393,216
13009,genome_block_37480|OISD01000157.1:1-12056,216
13010,genome_block_37480|OISD01000157.1:1-11838,216
13011,genome_block_37479|OISB01000115.1:7306-27334,216
13012,genome_block_37479|OISB01000115.1:1-11919,216
13013,genome_block_37479|OISB01000115.1:1-11582,216
13014,genome_block_37479|OISB01000115.1:1-11364,216
13015,genome_block_37479|OISB01000115.1:1-10898,216
13016,genome_block_37478|OIRP01000164.1:11793-31822,216
13017,genome_block_37478|OIRP01000164.1:1-15385,216
13018,genome_block_37478|OIRM01000028.1:12297-32326,216
13019,genome_block_37478|OIRM01000028.1:11742-31771,216
13020,genome_block_37478|OIRM01000028.1:1-16356,216
13021,genome_block_37477|OIRQ01001421.1:1-11484,216
13022,genome_block_37477|OIRN01000027.1:708-20736,216
13023,genome_block_37477|OIRN01000027.1:16678-36707,216
13024,genome_block_37477|OIRN01000027.1:16123-36152,216
13025,genome_block_37476|OIRC01000162.1:7112-27141,216
13026,genome_block_37476|OIRC01000162.1:1-11725,216
13027,genome_block_37471|OLEV01000003.1:17975-38004,216
13028,genome_block_37471|OLEO01000351.1:1-19373,216
13029,genome_block_37470|OLEM01000441.1:1-10793,216
13030,genome_block_37470|OIQH01000145.1:13137-33166,216
13031,genome_block_37470|OIQH01000145.1:12800-32829,216
13032,genome_block_37470|OIQH01000145.1:12582-32611,216
13033,genome_block_37469|OLDS01000157.1:7720-27749,216
13034,genome_block_37469|OLDS01000157.1:7165-27194,216
13035,genome_block_37469|OLDS01000157.1:1-11778,216
13036,genome_block_37469|OLDP01000366.1:1-18302,216
13037,genome_block_37467|OLDR01001949.1:1-12907,216
13038,genome_block_37467|OLDA01000793.1:1-14357,216
13039,genome_block_37467|OIPX01000001.1:5046-25074,216
13040,genome_block_37463|OIPN01000130.1:1913-21941,216
13041,genome_block_37463|OIPN01000130.1:17883-37912,216
13042,genome_block_37463|OIPN01000130.1:17328-37357,216
13043,genome_block_37463|OIPI01000408.1:1-13955,216
13044,genome_block_37462|OIPE01000228.1:1-14887,216
13045,genome_block_37462|OIPD01000330.1:1-18591,216
13046,genome_block_37461|OIOM01000114.1:5367-25395,216
13047,genome_block_37460|OINT01000042.1:1-18218,216
13048,genome_block_37459|OINW01000130.1:1-13482,216
13049,genome_block_37458|OINF01000586.1:1-11417,216
13050,genome_block_37457|OINK01000115.1:16486-36515,216
13051,genome_block_37457|OINK01000115.1:16020-36049,216
13052,genome_block_37456|OIMV01000010.1:1749-21777,216
13053,genome_block_37455|OLCV01000080.1:15827-35856,216
13054,genome_block_37455|OLCV01000080.1:15272-35301,216
13055,genome_block_37453|OIMI01000181.1:1432-21460,216
13056,genome_block_37453|OIMC01000182.1:745-20773,216
13057,genome_block_37453|OIMC01000085.1:4669-24698,216
13058,genome_block_37453|OIMC01000085.1:4114-24143,216
13059,genome_block_37453|OILV01000046.1:2560-22588,216
13060,genome_block_37453|OILP01000056.1:1-17520,216
13061,genome_block_37452|OILX01000137.1:1-13377,216
13062,genome_block_37452|OILR01000018.1:1-18440,216
13063,genome_block_37451|OIMB01000117.1:761-20790,216
13064,genome_block_37451|OIMB01000117.1:16514-36542,216
13065,genome_block_37451|OIMB01000117.1:1098-21127,216
13066,genome_block_37451|OILY01000259.1:1-15905,216
13067,genome_block_37450|OILJ01000170.1:3495-23524,216
13068,genome_block_37450|OILH01000199.1:1-17767,216
13069,genome_block_37450|OILC01000692.1:1-12117,216
13070,genome_block_37449|OILE01000113.1:1-16280,216
13071,genome_block_37449|OILE01000113.1:1-15943,216
13072,genome_block_37449|OILE01000113.1:1-15725,216
13073,genome_block_37448|OIKZ01000224.1:341-20370,216
13074,genome_block_37448|OIKZ01000224.1:1-19815,216
13075,genome_block_37447|OLCH01000837.1:1-12554,216
13076,genome_block_37443|OIKA01000318.1:1-12655,216
13077,genome_block_37442|OLBQ01000359.1:1-10746,216
13078,genome_block_37442|OLBQ01000359.1:1-10409,216
13079,genome_block_37442|OLBQ01000359.1:1-10191,216
13080,genome_block_37441|OLBJ01000123.1:2240-22268,216
13081,genome_block_37440|OIJK01000162.1:5384-25413,216
13082,genome_block_37440|OIJK01000162.1:4918-24947,216
13083,genome_block_37440|OIJK01000162.1:4363-24392,216
13084,genome_block_37440|OIIZ01000924.1:1-10146,216
13085,genome_block_37437|OIIX01000131.1:4891-24919,216
13086,genome_block_37433|OIIJ01000060.1:8337-28365,216
13087,genome_block_37433|OIIJ01000060.1:1-12613,216
13088,genome_block_37432|OLAF01004462.1:1-11188,216
13089,genome_block_37432|OLAE01003702.1:1-12225,216
13090,genome_block_37432|OIII01000132.1:17839-37868,216
13091,genome_block_37432|OIII01000132.1:17373-37402,216
13092,genome_block_37432|OIII01000132.1:16818-36847,216
13093,genome_block_37432|OIII01000132.1:1403-21431,216
13094,genome_block_37428|OKZG01000002.1:6102-26130,216
13095,genome_block_37428|OKZG01000002.1:1-10715,216
13096,genome_block_37428|OKZG01000002.1:1-10378,216
13097,genome_block_37428|OKZG01000002.1:1-10160,216
13098,genome_block_37428|OIHU01000055.1:9526-29554,216
13099,genome_block_37428|OIHU01000055.1:1-14139,216
13100,genome_block_37428|OIHU01000055.1:1-13802,216
13101,genome_block_37428|OIHU01000055.1:1-13118,216
13102,genome_block_37426|OKZC01002266.1:1-11372,216
13103,genome_block_37426|OKYV01000002.1:5134-25162,216
13104,genome_block_37425|OKYR01000002.1:5831-25859,216
13105,genome_block_37425|OKYR01000002.1:1-10107,216
13106,genome_block_37425|OKYL01000002.1:4666-24694,216
13107,genome_block_37423|OIHL01000009.1:6523-26551,216
13108,genome_block_37423|OIHL01000009.1:1-11136,216
13109,genome_block_37423|OIHL01000009.1:1-10799,216
13110,genome_block_37422|OKYK01000136.1:1-11772,216
13111,genome_block_37420|OKXT01000331.1:1-12158,216
13112,genome_block_37420|OKXT01000331.1:1-11821,216
13113,genome_block_37420|OIHB01002680.1:1-10791,216
13114,genome_block_37419|OKYB01000455.1:1-19720,216
13115,genome_block_37417|OKXF01000056.1:5102-25130,216
13116,genome_block_37413|OKWX01000041.1:62177-82206,216
13117,genome_block_37413|OKWX01000041.1:61622-81651,216
13118,genome_block_37413|OKWX01000041.1:46207-66235,216
13119,genome_block_37413|OIFO01000065.1:12383-32411,216
13120,genome_block_37412|OIFP01000078.1:13105-33134,216
13121,genome_block_37412|OIFP01000078.1:12768-32797,216
13122,genome_block_37412|OIFP01000078.1:12550-32579,216
13123,genome_block_37396|OKVH01001957.1:1-17852,216
13124,genome_block_37391|OKVA01001005.1:1-13910,216
13125,genome_block_37382|OKUZ01000068.1:26424-46453,216
13126,genome_block_37382|OKUZ01000068.1:25869-45898,216
13127,genome_block_37382|OKUZ01000068.1:10453-30481,216
13128,genome_block_37362|OIAX01000038.1:29127-49155,216
13129,genome_block_37362|OIAX01000038.1:13710-33739,216
13130,genome_block_37362|OIAX01000038.1:13373-33402,216
13131,genome_block_37362|OIAX01000038.1:13155-33184,216
13132,genome_block_37353|OHZG01000192.1:869-20897,216
13133,genome_block_37349|OHYO01000098.1:13322-33351,216
13134,genome_block_37349|OHYO01000098.1:12985-33014,216
13135,genome_block_37349|OHYO01000098.1:12767-32796,216
13136,genome_block_37344|OHXX01000354.1:1300-21328,216
13137,genome_block_37336|OHWL01000003.1:29353-49381,216
13138,genome_block_37336|OHWL01000003.1:13936-33965,216
13139,genome_block_37336|OHWL01000003.1:13599-33628,216
13140,genome_block_37336|OHWL01000003.1:13381-33410,216
13141,genome_block_37328|OHVM01000077.1:31820-51848,216
13142,genome_block_37328|OHVM01000077.1:16403-36432,216
13143,genome_block_37328|OHVM01000077.1:16066-36095,216
13144,genome_block_37321|OHUK01000412.1:5973-26001,216
13145,genome_block_37320|OHUC01001066.1:1-15028,216
13146,genome_block_37319|OHTY01000600.1:1-15128,216
13147,genome_block_37318|OHTV01000200.1:13933-33961,216
13148,genome_block_37317|OHTZ01000006.1:136735-156763,216
13149,genome_block_37316|OHTU01002010.1:1-15472,216
13150,genome_block_37310|OHSW01000358.1:1-19452,216
13151,genome_block_37309|OHTC01000994.1:1-17379,216
13152,genome_block_37309|OHSZ01001141.1:1-12700,216
13153,genome_block_37306|OHSN01001846.1:1-15117,216
13154,genome_block_37299|OHRQ01000202.1:5301-25329,216
13155,genome_block_37297|OHRI01000265.1:27705-47733,216
13156,genome_block_37297|OHRI01000265.1:12289-32318,216
13157,genome_block_37297|OHRI01000265.1:11952-31981,216
13158,genome_block_37297|OHRI01000265.1:11734-31763,216
13159,genome_block_37293|OHRC01000389.1:1-15137,216
13160,genome_block_37292|OHQX01000765.1:2403-22431,216
13161,genome_block_37290|OHQS01000606.1:1800-21828,216
13162,genome_block_37289|OHQP01000342.1:1-17297,216
13163,genome_block_37286|OHQB01000146.1:1356-21384,216
13164,genome_block_37280|OHPL01001357.1:1-15502,216
13165,genome_block_37277|OHOU01000004.1:554-20582,216
13166,genome_block_37276|OHPC01000637.1:1-18549,216
13167,genome_block_37276|OHOL01000043.1:29584-49613,216
13168,genome_block_37276|OHOL01000043.1:29029-49058,216
13169,genome_block_37276|OHOL01000043.1:13614-33642,216
13170,genome_block_37273|OHOP01000096.1:29913-49942,216
13171,genome_block_37273|OHOP01000096.1:29358-49387,216
13172,genome_block_37273|OHOP01000096.1:13943-33971,216
